location,latitude,longitude,population
Benton Ridge,41.0042,-83.7927,292
Lebanon,33.9737,-96.9177,292
Lost Bridge Village,36.3898,-93.9156,292
Burton,30.1813,-96.5999,292
Chickasaw,40.4367,-84.4936,292
Post Lake,45.4352,-89.0921,292
Tescott,39.0130,-97.8781,291
West Okoboji,43.3489,-95.1632,291
Woodstock,40.1736,-83.5281,291
Parker,43.9585,-111.7582,291
Kapalua,20.9959,-156.6418,291
Goodyear Village,33.1973,-111.8724,291
Norwood,30.9682,-91.1124,291
Caryville,30.7753,-85.8120,291
Nazareth,34.5416,-102.1021,291
Freedom,36.7680,-99.1131,291
Progreso Lakes,26.0712,-97.9587,291
Waverly,37.7092,-87.8146,291
Plummer,47.9151,-96.0416,291
Medina,46.8938,-99.2999,291
Odell,40.0503,-96.8016,291
Ridgeway,34.3066,-80.9601,291
Carbon Hill,39.5020,-82.2426,291
La Sal,38.3025,-109.2645,291
Whites Landing,41.4308,-82.8960,291
Tarlton,39.5543,-82.7782,290
Cuba,32.4410,-88.3755,290
Eutawville,33.3978,-80.3430,290
Vredenburgh,31.8237,-87.3178,290
Bosworth,39.4699,-93.3357,290
Bode,42.8680,-94.2863,290
Madrid,31.0356,-85.3992,290
Bertram,41.9512,-91.5376,290
Lockridge,40.9936,-91.7492,290
Kinloch,38.7384,-90.3249,290
Iglesia Antigua,26.0749,-97.8342,290
Tilden,28.4598,-98.5488,290
Copake Falls,42.1202,-73.5247,290
Bowler,44.8627,-88.9814,290
Clark,39.2763,-92.3475,290
Graham,31.8292,-82.5030,290
Switz City,39.0349,-87.0538,289
Hedley,34.8674,-100.6592,289
Ingalls,37.8286,-100.4534,289
Lytton,42.4233,-94.8605,289
Red Rock,36.4601,-97.1796,289
Summit,45.3056,-97.0391,289
Roscoe,45.4501,-99.3370,289
Omer,44.0487,-83.8565,289
Westside,42.0757,-95.1013,289
Bedford,42.8983,-110.9432,289
Iron City,31.0136,-84.8133,289
Magnolia,39.0714,-75.4760,289
Opdyke,38.2583,-88.7899,289
Conception,40.2411,-94.6805,289
Alderson,34.9008,-95.6900,289
Natural Bridge,44.0718,-75.4999,289
Creekside,40.6811,-79.1930,289
Foster Center,41.7898,-71.7328,289
Snyder,41.7046,-96.7867,289
Pulaski,40.6929,-92.2738,289
Dexter,36.7396,-88.2956,289
Snow Lake Shores,34.8239,-89.2385,289
Scotia,41.4678,-98.7025,289
Somerville,38.2786,-87.3770,289
Rachel,39.5207,-80.2997,289
Meadow Grove,42.0290,-97.7360,289
Victoria,41.0315,-90.0918,289
Keswick,40.6135,-122.4606,289
Colony,33.9413,-86.9016,289
Evergreen,30.9527,-92.1052,288
Morristown,40.0638,-81.0695,288
Davidson,34.2421,-99.0781,288
Lyon,34.2169,-90.5427,288
Annona,33.5818,-94.9130,288
Long Pine,42.5353,-99.7027,288
Finger,35.3570,-88.6169,288
Meridian,43.1630,-76.5382,288
Smithland,37.1386,-88.4038,288
Silver City,33.0952,-90.4967,288
Point Reyes Station,38.0847,-122.8093,288
Cherokee Pass,37.4872,-90.2960,288
Tetonia,43.8147,-111.1586,288
Charlton,39.6344,-77.8944,288
Persia,41.5786,-95.5705,287
Hall Summit,32.1768,-93.3055,287
Plumville,40.7925,-79.1793,287
Nashua,48.1336,-106.3571,287
Ridgeway,43.2971,-91.9924,287
Marble Rock,42.9648,-92.8683,287
Colburn,40.5188,-86.7125,287
Schlater,33.6397,-90.3494,287
Chapman,41.0232,-98.1594,287
Belleville,43.7844,-76.1168,287
Millport,42.2681,-76.8363,287
Hager City,44.6012,-92.5337,287
Centertown,38.6180,-92.4090,287
Easton,40.2321,-89.8416,287
Pleasure Bend,29.9205,-90.6458,287
Oak City,35.9617,-77.3040,287
Wagon Mound,36.0048,-104.7091,287
Old Monroe,38.9387,-90.7468,287
Lindcove,36.3595,-119.0721,287
Sims,35.7598,-78.0580,286
Yankee Hill,40.7674,-96.7364,286
East Cape Girardeau,37.2957,-89.4869,286
Rembert,34.1037,-80.5305,286
Newry,40.3933,-78.4358,286
Spartansburg,41.8240,-79.6829,286
Bagley,41.8464,-94.4303,286
Applewold,40.8084,-79.5221,286
Coalton,39.2848,-89.3030,286
Piffard,42.8319,-77.8584,286
Harrisburg,39.1396,-92.4580,286
Charlo,47.4427,-114.1716,286
Maplewood Park,41.1393,-80.5798,286
Powers Lake,48.5637,-102.6452,285
Nichols,44.5672,-88.4677,285
Stonefort,37.6178,-88.7051,285
Blakesburg,40.9620,-92.6348,285
Custer,43.9511,-86.2196,285
Garner,35.1418,-91.7810,285
Jansen,37.1581,-104.5501,285
Willisburg,37.8092,-85.1208,285
Rentz,32.3835,-82.9917,285
Alpena,44.1830,-98.3683,285
Davis,34.7996,-76.4641,285
Granada,43.6933,-94.3495,285
Ross,31.7282,-97.1123,284
Manns Choice,40.0035,-78.5912,284
Lumber City,40.6583,-77.6014,284
Seminary,31.5581,-89.4987,284
Enon Valley,40.8559,-80.4564,284
Pine Ridge,34.4490,-85.7808,284
Jugtown,39.6143,-77.5943,284
Encinal,35.1308,-107.4368,284
Larwill,41.1792,-85.6243,284
Pajaro Dunes,36.8722,-121.8101,284
Clayville,41.7734,-71.6854,284
Cecil,31.0466,-83.3906,283
Wyatt,36.9374,-89.1908,283
Rockland,42.5730,-112.8743,283
Hodges,34.3340,-87.9299,283
Dunfermline,40.4918,-90.0324,283
Carytown,37.2616,-94.3344,283
Davenport,40.3123,-97.8115,283
Deferiet,44.0343,-75.6792,283
Loma Vista,26.4168,-98.9814,283
New Trenton,39.3088,-84.8968,283
Compton,41.6942,-89.0858,283
Rock City,42.4130,-89.4709,283
Monson,36.4927,-119.3358,283
Malone,31.9168,-96.8947,283
Callaghan,37.8112,-80.0871,283
Oaks,36.1695,-94.8526,283
Potlicker Flats,40.7268,-77.6077,283
Tynan,28.1708,-97.7492,283
Lancaster,39.5710,-95.3037,283
Delta,33.4470,-85.6746,282
Red Cliff,39.5092,-106.3703,282
Cranfills Gap,31.7753,-97.8302,282
Rewey,42.8419,-90.3961,282
Payne Gap,37.1508,-82.6670,282
Canby,41.4477,-120.8843,282
Vandalia,41.9189,-85.9143,282
Poyen,34.3243,-92.6420,282
Ellenton,31.1759,-83.5876,282
Rayville,39.3464,-94.0649,282
Broeck Pointe,38.2955,-85.5856,282
Osgood,40.3394,-84.4957,282
Albright,39.4937,-79.6399,282
Kylertown,40.9993,-78.1681,282
Harpers Ferry,39.3251,-77.7409,282
Monroe,41.4740,-97.5998,282
Eugenio Saenz,26.3582,-98.6331,282
Kingston Mines,40.5586,-89.7720,282
Bear Dance,47.9020,-114.0273,282
Rader Creek,45.8456,-112.3161,282
Perry,35.0458,-92.7948,281
Vergennes,37.9013,-89.3398,281
Markleysburg,39.7363,-79.4516,281
Hendrum,47.2641,-96.8104,281
Westwood,38.6435,-90.4335,281
Lawrence,40.2902,-98.2596,281
Shiloh,34.4638,-85.8780,281
Pollocksville,35.0056,-77.2214,281
Neilton,47.4031,-123.8782,281
Merino,40.4836,-103.3535,281
Westville,30.7697,-85.8465,281
Grand Beach,41.7740,-86.7887,281
Seltzer,40.6957,-76.2361,281
Fruithurst,33.7297,-85.4312,280
Prairie Home,38.8136,-92.5906,280
Whatley,31.6463,-87.7108,280
Dixie,38.2510,-81.1943,280
Cave-In-Rock,37.4708,-88.1659,280
Beaver Creek,43.6124,-96.3624,280
Ephraim,45.1589,-87.1667,280
Sherrodsville,40.4945,-81.2441,280
Almira,47.7107,-118.9368,280
Waukeenah,30.4020,-83.9600,280
Rushville,39.5874,-95.0237,280
Strawberry,35.9665,-91.3211,280
West Harrison,39.2581,-84.8226,280
Boligee,32.7699,-88.0264,280
River Bottom,35.6357,-95.2378,280
Kimballton,41.6271,-95.0749,280
Colome,43.2599,-99.7174,280
Empire,40.5117,-80.6261,280
Railroad,39.7596,-76.6960,280
Ebro,30.4369,-85.8791,280
Lenapah,36.8514,-95.6356,280
Hawkins,45.5114,-90.7148,280
Trenton,35.0640,-77.3553,280
New Hampshire,40.5540,-83.9531,280
Finesville,40.6112,-75.1706,280
De Soto,43.4283,-91.1963,279
Cairo,39.5115,-92.4411,279
Gonvick,47.7391,-95.5125,279
West Peavine,35.9133,-94.6481,279
Rowesville,33.3722,-80.8362,279
Lakota,43.3786,-94.0963,279
Bowlus,45.8191,-94.4072,279
Airport Road Addition,27.2190,-98.0981,279
Luana,43.0594,-91.4557,279
Yankee Hill,39.7007,-121.5147,279
Covington,32.1781,-97.2605,279
Tehuacana,31.7410,-96.5436,279
Manderson-White Horse Creek,43.2349,-102.4916,279
East Laurinburg,34.7691,-79.4450,279
Freeman Spur,37.8611,-88.9993,279
Riverton,40.6867,-95.5686,279
Wedgewood,44.1937,-85.4902,279
Sautee-Nacoochee,34.6895,-83.6860,279
Casstown,40.0528,-84.1285,278
Talala,36.5294,-95.7011,278
Harcourt,42.2606,-94.1745,278
Buckingham,41.0470,-88.1750,278
Pacific Beach,47.2150,-124.1967,278
Simms,35.3987,-95.1647,278
Dorrington,38.2949,-120.2706,278
Waiohinu,19.0716,-155.6143,278
Biggsville,40.8535,-90.8622,278
Lacassine,30.2331,-92.9208,278
Kaycee,43.7100,-106.6372,278
Dalton,41.4083,-102.9708,278
Damascus,40.9042,-80.9524,278
Burlington,42.1047,-85.0776,278
Hartleton,40.9002,-77.1564,278
La Carla,26.4354,-98.7406,278
Cuylerville,42.7777,-77.8737,278
Anthoston,37.7553,-87.5327,278
Gordonville,32.1489,-86.6994,278
Quantico,38.3767,-75.7526,278
Beatrice,31.7332,-87.2090,278
Goodnews Bay,59.1271,-161.5754,277
Hickory,36.8174,-88.6484,277
Climax Springs,38.1004,-93.0528,277
Coleman,34.2635,-96.4194,277
Nicut,35.5986,-94.5626,277
Staples,29.7664,-97.8279,277
Royal,40.1932,-87.9725,277
Saline,32.1630,-92.9766,277
Siloam,33.5366,-83.0812,277
Keyes,36.8077,-102.2518,277
Altamont,40.3590,-110.2880,277
Reserve,33.7090,-108.7614,277
Hanley Falls,44.6917,-95.6194,277
Holland,42.4002,-92.7988,277
Sparta,38.6969,-84.9073,277
Lake George,47.1881,-94.9801,277
Leach,36.1979,-94.9099,277
Laketown,41.8276,-111.3243,276
Le Raysville,41.8381,-76.1776,276
Oakford,40.1011,-89.9651,276
Armstrong,39.2692,-92.7042,276
Buckman,45.8973,-94.0940,276
Malverne Park Oaks,40.6816,-73.6643,276
Chula Vista,26.0739,-97.4397,276
Stockport,40.8573,-91.8334,276
Utica,43.9772,-91.9494,276
Crosby,31.2791,-91.0630,276
Ridgeland,45.2025,-91.8965,276
Redvale,38.1761,-108.4126,276
Sebastopol,32.5679,-89.3340,276
Depauville,44.1425,-76.0451,276
Cyrus,45.6147,-95.7381,276
Arrowsmith,40.4493,-88.6321,276
Olde West Chester,39.3353,-84.4034,276
Kilbourne,40.1519,-90.0115,276
Browntown,42.5788,-89.7894,276
Lamoille,40.7238,-115.4790,276
Albion,42.4099,-113.5806,276
Matheny,37.6640,-81.5985,276
Seldovia,59.4396,-151.7111,275
Stratton,40.5254,-80.6315,275
Yarrowsburg,39.3762,-77.6843,275
Whiterocks,40.4722,-109.9413,275
Ionia,43.0359,-92.4584,275
East Hodge,32.2776,-92.7141,275
Double Spring,38.7788,-119.6154,275
Timberon,32.6358,-105.6925,275
Shirley,35.6442,-92.3137,275
Hollandale,42.8756,-89.9342,275
Cape May Point,38.9372,-74.9651,275
Calvin,34.9672,-96.2530,275
White Oak,34.6438,-90.3495,275
Washingtonville,41.0523,-76.6749,275
Lodgepole,41.1490,-102.6391,275
Chesterhill,39.4908,-81.8667,275
Madaket,41.2826,-70.1855,274
Ladora,41.7557,-92.1859,274
Dexter,37.1795,-96.7161,274
Annex,44.2346,-116.9922,274
Freeborn,43.7659,-93.5645,274
Bishop,33.8171,-83.4372,274
Panama,40.5998,-96.5111,274
Marquez,31.2361,-96.2574,274
Cromwell,35.3634,-96.4572,274
Oakley,43.1435,-84.1684,274
Reeltown,32.5788,-85.8189,274
Donovan,40.8848,-87.6139,274
St. Francisville,40.4497,-91.5720,274
Humnoke,34.5422,-91.7596,274
Numidia,40.8783,-76.4034,274
Star Junction,40.0612,-79.7652,274
Weston,40.9428,-76.1401,274
Oil Trough,35.6292,-91.4612,274
Everest,39.6766,-95.4254,274
Haugen,45.6078,-91.7789,274
Loma Grande,28.7221,-99.8327,274
Crown,41.3917,-79.2633,274
Fall River Mills,41.0069,-121.4401,274
Richland,31.9176,-96.4265,273
Catawba,39.9996,-83.6219,273
Portage,41.9756,-112.2405,273
Cainsville,40.4398,-93.7747,273
Egan,44.0004,-96.6485,273
Rippey,41.9342,-94.2008,273
Bonesteel,43.0775,-98.9467,273
Sky Valley,34.9840,-83.3314,273
Gackle,46.6264,-99.1412,273
Mitchell Heights,37.9088,-81.9868,273
Riverside,48.5049,-119.5100,273
North Acomita Village,35.0659,-107.5676,273
Byars,34.8724,-97.0541,273
Centerview,38.7461,-93.8442,273
Lerna,39.4178,-88.2886,273
Burkettsville,40.3530,-84.6426,273
East Nicolaus,38.9100,-121.5443,273
Elizabethtown,37.4499,-88.3052,273
Scott,40.9890,-84.5837,273
New Deal,36.5139,-86.5629,273
Navajo Mountain,37.0470,-110.7900,273
Hunker,40.2041,-79.6155,272
Davenport,46.7148,-97.0654,272
Stickney,43.5894,-98.4376,272
McEwensville,41.0723,-76.8188,272
Pryorsburg,36.6899,-88.7124,272
Silver Creek,45.3127,-93.9827,272
Malcom,41.7076,-92.5575,272
Riverbend,47.1472,-114.8318,272
Carbon,32.2684,-98.8272,272
Waldo,33.3892,-86.0360,272
Bowles,36.6089,-119.7526,272
Cary,32.8056,-90.9245,272
Horseshoe Lake,34.9136,-90.3079,272
Monterey Park Tract,37.5268,-121.0115,272
Toms Brook,38.9466,-78.4400,272
Bayside,37.7548,-75.7129,272
Spring Creek,43.1153,-101.0306,272
Delight,34.0299,-93.5057,271
Newport Center,44.9509,-72.3043,271
Allenwood,41.1081,-76.8981,271
Herman,41.6740,-96.2167,271
Leland,43.3318,-93.6351,271
Bradshaw,37.3534,-81.8012,271
Pamelia Center,44.0409,-75.9017,271
Kenton,39.2272,-75.6646,271
Emigrant,45.3755,-110.7465,271
St. Thomas,38.3671,-92.2160,271
Grand Junction,35.0500,-89.1889,271
Zaleski,39.2811,-82.3950,271
Maurice,42.9664,-96.1824,271
New Hampton,40.2652,-94.1952,271
Lake Ann,44.7251,-85.8450,271
Rollinsville,39.9232,-105.5136,271
Alberta,36.8552,-77.8937,270
Stonewall,35.1371,-76.7405,270
Ardentown,39.8081,-75.4807,270
Rowley,42.3685,-91.8443,270
Glen Echo,38.9680,-77.1410,270
Blue Mound,38.0890,-95.0100,270
Deep River,41.5812,-92.3732,270
Searles,44.2307,-94.4361,270
Arcadia,35.6655,-97.3255,270
Castalia,36.0823,-78.0576,270
Protivin,43.2168,-92.0891,270
Falcon,35.1937,-78.6489,270
Howe,41.7228,-85.4255,270
St. Charles,37.1881,-87.5510,269
Elliott,40.4664,-88.2769,269
Boykin,32.0701,-87.2914,269
Hays,30.1215,-97.8724,269
Grays River,46.3608,-123.5890,269
Wildwood,38.2490,-85.5747,269
Rockville,37.1478,-113.0548,269
Thompson,41.8637,-75.5141,269
Bartley,40.2511,-100.3104,269
Narrowsburg,41.6006,-75.0579,269
Lyons Switch,35.7794,-94.6933,269
Carson,46.4223,-101.5706,269
Mapleton,40.5732,-89.7242,269
Manchester,39.5423,-90.3303,269
Athens,32.6580,-93.0277,269
Bruning,40.3357,-97.5648,269
Homeland,27.8181,-81.8269,269
Princeton,38.4876,-95.2703,269
Winston,46.4684,-111.6652,269
Golf,26.5043,-80.1092,269
Conroy,41.7267,-91.9986,268
Savage,47.4536,-104.3414,268
Brodnax,36.7033,-78.0318,268
Cedar Crest,40.3966,-77.8858,268
Emery,38.9251,-111.2523,268
Georgetown,31.8698,-90.1648,268
Fidelity,37.0817,-94.3096,268
Freedom,42.9854,-111.0296,268
Prescott,38.0632,-94.6928,268
Old Washington,40.0376,-81.4442,268
New Holland,40.1834,-89.5825,268
Lake Lorraine,42.7330,-88.7374,268
Drake,47.9226,-100.3745,268
Paxtonville,40.7702,-77.0807,268
Farmersburg,42.9589,-91.3670,268
Bradshaw,40.8835,-97.7470,268
Iliff,40.7592,-103.0661,268
Hazleton,38.4893,-87.5406,268
Interlochen,44.6497,-85.7678,268
Michigan City,48.0248,-98.1197,268
Fowlerton,28.4608,-98.8114,268
Westfir,43.7579,-122.5095,267
Bush,37.8427,-89.1295,267
Garden City,40.3948,-104.6893,267
Jemez Springs,35.7732,-106.6909,267
Oakhurst,30.7433,-95.3073,267
Lewistown,40.4237,-83.8846,267
Newcastle,37.6629,-113.5643,267
Anderson,34.9147,-87.2716,267
Augusta,38.5695,-90.8812,267
Palco,39.2532,-99.5634,267
Roseland,40.4698,-98.5587,267
Smartsville,39.2053,-121.2928,267
Kelliher,47.9438,-94.4446,267
Theodosia,36.5807,-92.6638,267
Sumner,33.9693,-90.3693,267
Bellmont,38.3830,-87.9107,267
Milton,39.5646,-90.6498,266
Hallam,40.5365,-96.7867,266
Island Park,44.5281,-111.3592,266
Milligan,40.5001,-97.3883,266
Parker,38.3285,-94.9899,266
Sobieski,44.7227,-88.0659,266
Sawyerville,39.0785,-89.8020,266
Mentasta Lake,62.9867,-143.5191,266
Wingate,40.1723,-87.0726,266
Jennings,44.3325,-85.2969,266
Kiron,42.1940,-95.3271,266
Tajique,34.7600,-106.3010,266
Lewistown Heights,47.0784,-109.4736,266
Auburntown,35.9510,-86.0970,266
Conetoe,35.8176,-77.4569,266
Hiddenite,35.9053,-81.0860,266
Allerton,39.9161,-87.9353,266
Sylvan Grove,39.0122,-98.3943,266
Crayne,37.2763,-88.0839,266
Pajarito Mesa,34.9795,-106.7979,266
Navajo Dam,36.7981,-107.7045,266
Ragsdale,38.7467,-87.3241,265
Fairfield,35.5471,-76.2261,265
Gumbranch,31.8367,-81.6838,265
Groveland Station,42.6634,-77.7666,265
County Line,33.8210,-86.7198,265
Gentryville,38.1091,-87.0315,265
Crawfordsville,41.2139,-91.5367,265
Longdale,36.1337,-98.5509,265
Flatwoods,38.7186,-80.6540,265
Lead Hill,36.4128,-92.9068,265
Henry,44.8809,-97.4616,265
Rockport,37.3359,-86.9909,265
Big Spring,38.8019,-91.4838,265
Tower City,46.9263,-97.6760,265
Vienna,38.4811,-75.8319,265
Woodbury,40.2255,-78.3660,264
Gladstone,40.8643,-90.9566,264
Bonnieville,37.3776,-85.9011,264
James City,41.6180,-78.8443,264
Uniontown,37.8472,-94.9756,264
Courtland,39.7832,-97.8963,264
Wadsworth,42.8214,-77.8939,264
Miamiville,39.2123,-84.3001,264
Lynn,36.0042,-91.2520,264
East Springfield,40.4473,-80.8601,264
Modale,41.6182,-96.0120,264
Days Creek,42.9705,-123.1656,264
Parnell,41.5837,-92.0046,264
Milledgeville,35.3776,-88.3661,264
Shungnak,66.8805,-157.1499,264
Chancellor,43.3718,-96.9874,264
St. Hilaire,48.0135,-96.2137,264
Black Oak,35.8365,-90.3677,264
Barry,32.0998,-96.6377,264
Mount Clare,39.1002,-89.8253,263
Toronto,37.7985,-95.9498,263
Fayette,39.2248,-111.8542,263
Blain,40.3365,-77.5124,263
Dixie Inn,32.5968,-93.3317,263
Defiance,41.8254,-95.3404,263
Climax,47.6095,-96.8122,263
Pulaski,32.3904,-81.9566,263
Braden,35.3685,-89.5718,263
Wheeling,39.7862,-93.3860,263
Coulter,42.7330,-93.3701,263
Sturgis,33.3452,-89.0458,263
Jamestown,39.5996,-97.8613,263
Murdock,45.2234,-95.3946,263
Ashland,32.1164,-93.1171,263
Quinwood,38.0586,-80.7060,263
Stoney Point,35.5847,-94.6635,263
Gifford,32.8600,-81.2385,263
Cragsmoor,41.6664,-74.3905,263
Greensboro Bend,44.5583,-72.2642,263
Downing,45.0498,-92.1243,263
Los Alvarez,26.3859,-98.8990,263
High Bridge,37.8299,-84.7096,263
Newington,32.5888,-81.5063,262
Langston,34.5374,-86.0899,262
Worley,47.4005,-116.9193,262
Brookside,38.4135,-105.1909,262
Ambler,67.0897,-157.8725,262
Lindsay,41.7004,-97.6938,262
La Escondida,26.3807,-98.8737,262
Cove,41.9683,-111.7793,262
Neosho Rapids,38.3684,-95.9915,262
New Ringgold,40.6892,-75.9928,262
Hundred,39.6836,-80.4576,262
Hornsby,35.2285,-88.8294,262
Renwick,42.8269,-93.9813,262
Climax,30.8756,-84.4312,262
Almyra,34.4057,-91.4108,262
East Gillespie,39.1378,-89.8127,262
Tiro,40.9062,-82.7690,262
Garden,41.8866,-111.4328,262
Maalaea,20.8047,-156.4898,261
Knobel,36.3200,-90.6022,261
Stantonville,35.1569,-88.4302,261
Glencoe,29.8112,-91.6703,261
Genoa,43.5735,-91.2261,261
Los Altos,27.4904,-99.3858,261
Donnelsville,39.9154,-83.9429,261
Walterhill,35.9573,-86.3678,261
Vanduser,36.9910,-89.6868,261
Longville,30.6090,-93.2282,261
Milladore,44.6056,-89.8552,261
Rodessa,32.9735,-93.9969,261
Salton Sea Beach,33.3759,-116.0115,261
Free Union,38.1539,-78.5595,261
El Moro,37.2349,-104.4491,261
Bayard,39.2711,-79.3662,261
Westport,38.4874,-85.4753,261
Donaldson,40.6364,-76.4046,261
Schneider,41.1925,-87.4457,260
Ransom,38.6366,-99.9328,260
Berry,38.5206,-84.3838,260
Carlton,34.0427,-83.0386,260
Hillrose,40.3245,-103.5222,260
Cornfields,35.6515,-109.6756,260
Emmett,42.9934,-82.7653,260
Chidester,33.7020,-93.0238,260
Otis,38.5348,-99.0534,260
McNabb,41.1770,-89.2096,260
Shiloh,33.9461,-80.0208,260
Melrose,41.0887,-84.4201,260
Maquon,40.7980,-90.1632,260
Richburg,34.7167,-81.0196,260
Earl,35.1954,-81.5340,260
Robertsville,40.7619,-81.1940,260
Moran,32.5471,-99.1663,260
Orrstown,40.0589,-77.6081,260
Walkerville,43.7143,-86.1259,260
Prado Verde,31.8898,-106.6135,259
Medicine Bow,41.8995,-106.2019,259
Louin,32.0722,-89.2626,259
Henderson,38.8304,-82.1360,259
Linneus,39.8767,-93.1868,259
Lake Tekakwitha,38.4415,-90.7154,259
Dickens,33.6213,-100.8368,259
Dwight,38.8449,-96.5921,259
Mulhall,36.0917,-97.3615,259
Sammons Point,41.0313,-87.8592,259
Kingsville,38.7437,-94.0697,259
Shaktoolik,64.3567,-161.1972,259
Gulfcrest,30.9925,-88.2399,259
Iroquois,44.3679,-97.8495,259
Perrytown,33.6973,-93.5342,259
White Oak,36.6098,-95.2763,259
Brashear,40.1484,-92.3787,259
East Point,34.1859,-86.7927,259
Mallard,42.9394,-94.6832,258
Brule,46.5589,-91.5712,258
Alpine,37.6877,-106.5860,258
Toccopola,34.2561,-89.2211,258
Easton,39.3450,-95.1171,258
Bovill,46.8585,-116.3935,258
Eckley,40.1123,-102.4883,258
Rowena,45.6701,-121.2749,258
Temperanceville,37.8991,-75.5526,258
Glenbrook,39.0986,-119.9341,258
Dripping Springs,33.1050,-110.7551,258
Snelling,33.2416,-81.4622,258
Huslia,65.7002,-156.3386,258
Wardensville,39.0768,-78.5932,258
Itmann,37.5735,-81.4145,258
Klagetoh,35.5011,-109.5283,258
Repton,31.4097,-87.2393,258
Willow Creek,45.8178,-111.6402,258
Talmo,34.1831,-83.7209,257
Dryville,40.4623,-75.7532,257
Hendricks,39.0754,-79.6299,257
Fayetteville,29.9063,-96.6758,257
Lyman,38.3966,-111.5894,257
Skidmore,40.2880,-95.0795,257
Geneseo,38.5170,-98.1545,257
Mingus,32.5363,-98.4249,257
Dubberly,32.5413,-93.2373,257
Floridatown,30.5828,-87.1615,257
Indianola,39.9270,-87.7403,257
Copake Hamlet,42.1041,-73.5494,257
Corunna,41.4359,-85.1440,256
Johnson,35.4056,-96.8418,256
Walker,37.8989,-94.2307,256
Halbur,42.0051,-94.9720,256
Bay View,45.3834,-84.9304,256
Plattville,41.5343,-88.3835,256
Dedham,41.9087,-94.8232,256
Cedar Point,41.2651,-89.1260,256
Hewitt,46.3240,-95.0902,256
Heath,31.3579,-86.4673,256
Lucky,32.2443,-93.0158,256
Chambers,42.2047,-98.7486,256
Kensett,43.3534,-93.2106,256
Matlacha Isles-Matlacha Shores,26.6340,-82.0589,256
Witherbee,44.0837,-73.5371,256
Waterloo,44.4948,-122.8243,256
Parrott,37.2168,-80.6242,256
Marietta,34.4999,-88.4726,255
Greenhorn,39.9030,-120.7590,255
Scranton,46.1498,-103.1429,255
Plainville,39.7847,-91.1817,255
Bushton,38.5124,-98.3959,255
Arcadia,44.4931,-86.2369,255
Sasser,31.7199,-84.3478,255
Garvin,33.9559,-94.9348,255
Goshen,31.7182,-86.1242,255
Yorkville,36.0976,-89.1184,255
Deloit,42.0971,-95.3175,255
Clarksdale,39.8139,-94.5507,255
Ponderosa,35.6555,-106.6544,255
Kremlin,36.5466,-97.8324,255
Fulton,40.4629,-82.8280,255
Charleston Park,26.7057,-81.5807,254
Valle,35.6245,-112.1350,254
Rocheport,38.9785,-92.5633,254
Diller,40.1089,-96.9374,254
Freedom Acres,34.3199,-111.3051,254
Corwith,42.9890,-93.9581,254
Echo,44.6218,-95.4115,254
Howell,41.7733,-112.4450,254
Herminie,40.2633,-79.7138,254
Albion,39.2256,-123.7564,254
Morrison Crossroads,33.4198,-85.4903,254
Glenwood,46.0228,-121.2925,254
Sanford,31.3006,-86.3975,254
Wolbach,41.4013,-98.3940,254
Wellsville,40.0512,-76.9408,254
La Motte,42.2956,-90.6233,254
Davenport Center,42.4459,-74.9088,254
Midville,32.8218,-82.2347,254
Rock River,41.7317,-105.9752,254
Trowbridge,38.9264,-121.5148,254
Kaktovik,70.1230,-143.6262,254
Prescott,44.1916,-83.9323,254
Spring Branch,29.8848,-98.4127,254
Gays,39.4581,-88.4963,254
White Hills,35.7242,-114.4004,254
Long,35.4993,-94.5470,254
Alice Acres,27.7119,-98.1080,254
Cairo,39.2067,-81.1544,254
Dillon Beach,38.2436,-122.9560,254
Tecolotito,35.2307,-105.1631,254
Benjamin,33.5837,-99.7929,254
Rufus,45.6919,-120.7433,253
Buck Run,40.7068,-76.3212,253
Greensburg,39.6806,-77.5615,253
Waggoner,39.3775,-89.6527,253
Amherst,40.8385,-99.2694,253
Fowlerton,40.4095,-85.5728,253
Parmele,35.8190,-77.3146,253
Moscow,39.5409,-79.0074,253
Winston,39.8699,-94.1416,253
Linn Creek,38.0457,-92.7049,253
Granville,48.2663,-100.8449,253
Braggs,35.6634,-95.1986,253
Wixon Valley,30.7639,-96.3193,253
Villard,45.7142,-95.2692,253
Goltry,36.5319,-98.1514,253
Trinity Village,40.8789,-123.5133,253
Jefferson,39.9305,-80.0578,253
Soper,34.0322,-95.6963,253
Fairview,36.8425,-87.3054,253
Brookville,38.7736,-97.8645,253
Sugar City,38.2328,-103.6633,253
Table Rock,40.1783,-96.0888,253
Tuleta,28.5767,-97.7980,253
Centertown,35.7251,-85.9197,253
Bakerhill,31.7769,-85.2955,252
Malinta,41.3196,-84.0353,252
Parkdale,33.1212,-91.5464,252
Ironton,43.5452,-90.1436,252
Carmine,30.1485,-96.6908,252
Backus,46.8207,-94.5149,252
Avoca,40.7965,-96.1192,252
Sibley,40.5874,-88.3785,252
Hunter,47.1904,-97.2131,252
Hope,47.3243,-97.7192,252
New Alexandria,40.2916,-80.6750,252
Ivesdale,39.9458,-88.4558,252
Delta,32.3220,-90.9414,252
Alta Vista,43.1967,-92.4170,252
Le Roy,44.0381,-85.4538,252
Carter,35.2175,-99.5038,251
Clifford,39.2827,-85.8691,251
Keo,34.6088,-92.0104,251
Fresno,40.3308,-81.7386,251
Fields Landing,40.7249,-124.2176,251
